panel_name,start_iso,start_unix,end_iso,end_unix,duration_sec,panel_world_px,panel_world_py,panel_world_pz,panel_world_qx,panel_world_qy,panel_world_qz,panel_world_qw,panel_rel_px,panel_rel_py,panel_rel_pz,panel_rel_qx,panel_rel_qy,panel_rel_qz,panel_rel_qw
AdPanel (1),2026-03-11T14:13:00.1569600+09:00,1773205980.156000,2026-03-11T14:13:07.1631340+09:00,1773205987.163000,7.007000,0.145446,1.134168,-2.028723,0.000000,0.867240,0.000000,-0.497890,-3.202894,-0.315959,2.247647,-0.038890,-0.439159,0.044863,0.896445
AdPanel (1),2026-03-11T14:13:08.3315200+09:00,1773205988.331000,2026-03-11T14:13:09.4586790+09:00,1773205989.458000,1.127000,0.145446,1.134168,-2.028723,0.000000,0.867240,0.000000,-0.497890,-3.937208,-0.139439,2.052088,-0.082465,-0.408311,0.055622,0.907407
AdPanel (1),2026-03-11T14:13:10.8367280+09:00,1773205990.836000,2026-03-11T14:13:11.6019680+09:00,1773205991.601000,0.765000,0.145446,1.134168,-2.028723,0.000000,0.867240,0.000000,-0.497890,-3.466543,0.739523,3.231451,-0.163057,-0.192065,0.026643,0.967375
AdPanel (1),2026-03-11T14:13:12.4926680+09:00,1773205992.492000,2026-03-11T14:13:13.0360030+09:00,1773205993.036000,0.544000,0.145446,1.134168,-2.028723,0.000000,0.867240,0.000000,-0.497890,-2.377405,1.007962,4.083388,-0.185747,-0.033067,0.043851,0.981062
AdPanel (1),2026-03-11T14:13:13.7590730+09:00,1773205993.759000,2026-03-11T14:13:14.3306550+09:00,1773205994.330000,0.571000,0.145446,1.134168,-2.028723,0.000000,0.867240,0.000000,-0.497890,-2.403868,0.404702,4.226553,-0.115427,-0.057912,0.049656,0.990382
AdPanel (2),2026-03-11T14:13:27.4983920+09:00,1773206007.498000,2026-03-11T14:13:32.4970220+09:00,1773206012.497000,4.999000,5.372677,1.606680,-3.950567,0.000000,0.959952,0.000000,0.280164,-0.776383,0.356490,3.072107,-0.052091,-0.113908,0.021115,0.991900
AdPanel (2),2026-03-11T14:13:38.6349780+09:00,1773206018.634000,2026-03-11T14:13:39.4296490+09:00,1773206019.429000,0.795000,5.372677,1.606680,-3.950567,0.000000,0.959952,0.000000,0.280164,1.380469,0.214347,2.974719,-0.041119,0.124555,-0.052769,0.989955
AdPanel (2),2026-03-11T14:13:40.3060840+09:00,1773206020.306000,2026-03-11T14:13:40.8637350+09:00,1773206020.863000,0.557000,5.372677,1.606680,-3.950567,0.000000,0.959952,0.000000,0.280164,1.416606,0.972842,2.404651,-0.186767,0.058027,-0.039736,0.979884
AdPanel (2),2026-03-11T14:13:41.8651520+09:00,1773206021.865000,2026-03-11T14:13:42.2690870+09:00,1773206022.269000,0.404000,5.372677,1.606680,-3.950567,0.000000,0.959952,0.000000,0.280164,1.247355,1.139156,2.472800,-0.224949,-0.047424,-0.050927,0.971883
AdPanel,2026-03-11T14:14:52.3421510+09:00,1773206092.342000,2026-03-11T14:15:01.5990470+09:00,1773206101.599000,9.257000,7.047215,1.276070,3.985457,0.000000,-0.357433,0.000000,-0.933939,-2.377943,-0.330157,2.404508,0.026411,0.375553,-0.082464,-0.922747
AdPanel,2026-03-11T14:15:02.7273090+09:00,1773206102.727000,2026-03-11T14:15:03.1728920+09:00,1773206103.172000,0.445000,7.047215,1.276070,3.985457,0.000000,-0.357433,0.000000,-0.933939,-3.174156,-0.526850,1.342864,0.006318,0.532014,-0.070730,-0.843753
AdPanel,2026-03-11T14:15:04.5367130+09:00,1773206104.536000,2026-03-11T14:15:07.5720080+09:00,1773206107.572000,3.036000,7.047215,1.276070,3.985457,0.000000,-0.357433,0.000000,-0.933939,-2.820091,-0.327388,2.556411,0.034366,0.303257,-0.071832,-0.949576
AdPanel,2026-03-11T14:15:08.1980770+09:00,1773206108.198000,2026-03-11T14:15:08.6022250+09:00,1773206108.602000,0.404000,7.047215,1.276070,3.985457,0.000000,-0.357433,0.000000,-0.933939,-2.368903,0.166517,2.919306,0.086623,0.226123,-0.047415,-0.969080
