panel_name,start_iso,start_unix,end_iso,end_unix,duration_sec,panel_world_px,panel_world_py,panel_world_pz,panel_world_qx,panel_world_qy,panel_world_qz,panel_world_qw,panel_rel_px,panel_rel_py,panel_rel_pz,panel_rel_qx,panel_rel_qy,panel_rel_qz,panel_rel_qw
AdPanel,2026-02-18T11:26:00.9601460+09:00,1771381560.960000,2026-02-18T11:26:02.7556880+09:00,1771381562.755000,1.795000,-5.215264,1.707765,-6.424616,0.000000,0.946349,0.000000,-0.323148,1.039705,-0.682748,2.714906,-0.126514,-0.147651,-0.054608,-0.979393
AdPanel,2026-02-18T11:26:03.1317740+09:00,1771381563.131000,2026-02-18T11:26:05.6225520+09:00,1771381565.622000,2.491000,-5.215264,1.707765,-6.424616,0.000000,0.946349,0.000000,-0.323148,-0.277487,0.971994,2.389300,0.182316,0.048262,-0.022111,-0.981806
AdPanel,2026-02-18T11:26:06.6666070+09:00,1771381566.666000,2026-02-18T11:26:07.5306880+09:00,1771381567.530000,0.864000,-5.215264,1.707765,-6.424616,0.000000,0.946349,0.000000,-0.323148,-0.109435,0.358189,2.645129,0.062991,0.049650,-0.009671,-0.996732
AdPanel,2026-02-18T11:26:07.9895070+09:00,1771381567.989000,2026-02-18T11:26:08.7553890+09:00,1771381568.755000,0.766000,-5.215264,1.707765,-6.424616,0.000000,0.946349,0.000000,-0.323148,0.060635,0.007188,2.668620,-0.000721,0.017274,-0.003655,-0.999844
AdPanel,2026-02-18T11:26:09.8971630+09:00,1771381569.897000,2026-02-18T11:26:10.7318750+09:00,1771381570.731000,0.834000,-5.215264,1.707765,-6.424616,0.000000,0.946349,0.000000,-0.323148,1.018044,1.234536,2.195780,0.226710,-0.149249,-0.004160,-0.962450
AdPanel,2026-02-18T11:26:13.1260520+09:00,1771381573.126000,2026-02-18T11:26:13.3209280+09:00,1771381573.320000,0.194000,-5.215264,1.707765,-6.424616,0.000000,0.946349,0.000000,-0.323148,-0.435948,-0.278461,3.552973,-0.041651,0.134630,-0.055416,-0.988468
AdPanel (2),2026-02-18T11:26:41.7325490+09:00,1771381601.732000,2026-02-18T11:26:46.5627990+09:00,1771381606.562000,4.830000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,-1.088780,1.094855,2.804177,0.175247,0.170266,-0.048200,-0.968491
AdPanel (2),2026-02-18T11:26:47.5227690+09:00,1771381607.522000,2026-02-18T11:26:49.1935910+09:00,1771381609.193000,1.671000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,-1.093530,0.364929,2.946499,0.057246,0.180414,-0.024253,-0.981624
AdPanel (2),2026-02-18T11:26:49.7222240+09:00,1771381609.722000,2026-02-18T11:26:50.4881880+09:00,1771381610.488000,0.766000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,-1.371435,0.163652,2.871403,0.028365,0.228969,-0.029936,-0.972560
AdPanel (2),2026-02-18T11:26:51.8242210+09:00,1771381611.824000,2026-02-18T11:26:52.4927200+09:00,1771381612.492000,0.668000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,-1.398383,0.280502,2.890086,0.051419,0.247176,-0.053607,-0.966119
AdPanel (2),2026-02-18T11:26:52.8262900+09:00,1771381612.826000,2026-02-18T11:26:53.2310130+09:00,1771381613.231000,0.405000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,-0.913659,0.385645,2.991945,0.062070,0.162975,-0.032929,-0.984125
AdPanel (2),2026-02-18T11:26:53.6614870+09:00,1771381613.661000,2026-02-18T11:26:54.0939130+09:00,1771381614.093000,0.432000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,0.045563,2.001860,2.457846,0.322372,0.024209,0.019646,-0.946100
AdPanel (2),2026-02-18T11:26:54.7615440+09:00,1771381614.761000,2026-02-18T11:26:57.4618480+09:00,1771381617.461000,2.700000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,-1.487281,0.767909,2.842388,0.123019,0.269746,-0.056279,-0.953382
AdPanel (2),2026-02-18T11:26:59.6611980+09:00,1771381619.661000,2026-02-18T11:26:59.9261690+09:00,1771381619.926000,0.265000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,0.746045,1.840501,2.366850,0.307216,-0.094425,0.023039,-0.946664
AdPanel (2),2026-02-18T11:27:00.8587380+09:00,1771381620.858000,2026-02-18T11:27:00.9421370+09:00,1771381620.942000,0.084000,-0.348248,1.709579,-7.503518,0.000000,0.951499,0.000000,0.307653,0.332495,0.279134,3.262108,0.040344,0.001235,0.014751,-0.999076
