panel_name,start_iso,start_unix,end_iso,end_unix,duration_sec,panel_world_px,panel_world_py,panel_world_pz,panel_world_qx,panel_world_qy,panel_world_qz,panel_world_qw,panel_rel_px,panel_rel_py,panel_rel_pz,panel_rel_qx,panel_rel_qy,panel_rel_qz,panel_rel_qw
AdPanel,2026-03-19T12:34:06.4765330+09:00,1773891246.476000,2026-03-19T12:34:07.8678480+09:00,1773891247.867000,1.391000,3.324190,1.542888,-5.858732,0.000000,0.985928,0.000000,0.167169,-1.215658,0.606162,2.326902,-0.111960,-0.223958,0.035911,0.967480
AdPanel,2026-03-19T12:34:09.2056270+09:00,1773891249.205000,2026-03-19T12:34:09.9003070+09:00,1773891249.900000,0.695000,3.324190,1.542888,-5.858732,0.000000,0.985928,0.000000,0.167169,-1.860943,0.988320,2.165822,-0.175181,-0.348518,0.055507,0.919111
AdPanel,2026-03-19T12:34:10.7079690+09:00,1773891250.707000,2026-03-19T12:34:11.4736070+09:00,1773891251.473000,0.766000,3.324190,1.542888,-5.858732,0.000000,0.985928,0.000000,0.167169,0.928547,0.615640,2.812460,-0.105013,0.091229,-0.069098,0.987864
AdPanel,2026-03-19T12:34:12.7964720+09:00,1773891252.796000,2026-03-19T12:34:15.7337260+09:00,1773891255.733000,2.937000,3.324190,1.542888,-5.858732,0.000000,0.985928,0.000000,0.167169,0.870606,0.225010,2.413769,-0.020081,-0.157750,0.031564,0.986770
AdPanel,2026-03-19T12:34:17.4038440+09:00,1773891257.403000,2026-03-19T12:34:17.7655950+09:00,1773891257.765000,0.362000,3.324190,1.542888,-5.858732,0.000000,0.985928,0.000000,0.167169,0.842260,0.431848,2.384381,-0.061701,-0.171424,0.034957,0.982642
AdPanel,2026-03-19T12:34:21.9974710+09:00,1773891261.997000,2026-03-19T12:34:22.6659040+09:00,1773891262.665000,0.668000,3.324190,1.542888,-5.858732,0.000000,0.985928,0.000000,0.167169,0.887734,0.771877,2.211440,-0.137001,-0.089085,0.037965,0.985826
AdPanel (1),2026-03-19T12:35:46.3678280+09:00,1773891346.367000,2026-03-19T12:35:47.1063460+09:00,1773891347.106000,0.739000,8.143622,1.556643,-0.216320,0.000000,0.605087,0.000000,0.796159,-1.960851,0.881535,2.549039,-0.146609,-0.292875,0.053437,0.943331
