panel_name,start_iso,start_unix,end_iso,end_unix,duration_sec,panel_world_px,panel_world_py,panel_world_pz,panel_world_qx,panel_world_qy,panel_world_qz,panel_world_qw,panel_rel_px,panel_rel_py,panel_rel_pz,panel_rel_qx,panel_rel_qy,panel_rel_qz,panel_rel_qw
AdPanel (1),2026-03-15T16:09:30.8140040+09:00,1773558570.814000,2026-03-15T16:09:34.1828030+09:00,1773558574.182000,3.368000,7.584679,1.648357,2.085865,0.000000,0.511482,0.000000,0.859294,-0.268871,-0.543086,3.568477,0.080827,-0.082660,0.046400,0.992210
AdPanel (2),2026-03-15T16:10:04.9594190+09:00,1773558604.959000,2026-03-15T16:10:06.8238650+09:00,1773558606.823000,1.864000,7.042511,1.655634,-4.109071,0.000000,0.925779,0.000000,0.378066,-0.912439,0.450405,3.093886,-0.067963,-0.125123,0.060747,0.987945
AdPanel (2),2026-03-15T16:10:13.0476050+09:00,1773558613.047000,2026-03-15T16:10:15.9850820+09:00,1773558615.985000,2.938000,7.042511,1.655634,-4.109071,0.000000,0.925779,0.000000,0.378066,-2.461735,-0.335487,2.599789,0.046775,-0.379718,0.030129,0.923428
