panel_name,start_iso,start_unix,end_iso,end_unix,duration_sec,panel_world_px,panel_world_py,panel_world_pz,panel_world_qx,panel_world_qy,panel_world_qz,panel_world_qw,panel_rel_px,panel_rel_py,panel_rel_pz,panel_rel_qx,panel_rel_qy,panel_rel_qz,panel_rel_qw
AdPanel (2),2026-03-03T14:16:10.9183270+09:00,1772514970.918000,2026-03-03T14:16:12.2542160+09:00,1772514972.254000,1.336000,1.730727,1.624700,-6.449263,0.000000,0.999122,0.000000,-0.041909,0.562851,1.187667,3.109720,0.167740,-0.037947,0.001616,-0.985099
AdPanel (2),2026-03-03T14:16:12.8529390+09:00,1772514972.852000,2026-03-03T14:16:17.2941570+09:00,1772514977.294000,4.442000,1.730727,1.624700,-6.449263,0.000000,0.999122,0.000000,-0.041909,1.638755,-0.155891,2.881037,-0.039456,-0.116707,-0.014309,-0.992279
AdPanel (2),2026-03-03T14:16:18.1574490+09:00,1772514978.157000,2026-03-03T14:16:18.8531150+09:00,1772514978.853000,0.696000,1.730727,1.624700,-6.449263,0.000000,0.999122,0.000000,-0.041909,0.557905,-0.116216,3.351703,-0.027294,0.118990,-0.009190,-0.992478
AdPanel (2),2026-03-03T14:16:23.3627610+09:00,1772514983.362000,2026-03-03T14:16:24.6159620+09:00,1772514984.615000,1.253000,1.730727,1.624700,-6.449263,0.000000,0.999122,0.000000,-0.041909,1.621790,0.309268,2.723176,0.025287,-0.050856,-0.040953,-0.997546
